descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
66963,2943,460,100,6
64861,1918,329,55,6
50675,1194,618,32,9
3530,3215,152,80,5
61794,1850,87,82,7
48465,1520,27,37,5
67531,1142,160,76,8
38582,1406,593,87,8
73450,2505,245,29,4
77027,3736,368,76,3
85893,269,468,72,3
43,1909,567,35,2
57807,3045,221,97,2
56701,2057,259,41,3
31857,3398,474,77,4
9723,207,348,8,6
13530,2086,346,42,1
61766,687,252,64,1
86063,618,549,48,1
66470,3141,633,25,4
82363,2762,185,121,8
95922,346,469,72,8
49214,1,549,60,3
21879,1974,1,103,6
17742,3818,74,112,8
4732,3265,614,56,3
19464,3986,497,58,2
75198,1602,179,48,9
50427,2106,146,53,3
38569,422,174,86,1
28063,454,369,71,1
66097,986,315,16,3
5620,3469,267,56,4
85380,3951,444,87,9
75051,538,627,20,7
74144,2983,534,60,2
4139,2802,134,86,8
7400,2737,123,58,8
69115,3872,25,82,2
40940,3526,613,25,4
6525,1250,424,16,3
55482,1750,465,98,6
75191,1079,301,29,3
81865,381,305,56,9
16748,4015,46,116,7
57590,3591,264,50,6
17645,2781,238,56,3
4568,3699,125,6,10
68021,1236,289,112,8
55076,1421,251,82,3
87503,1839,636,71,3
54219,282,49,84,6
47922,2834,240,114,5
36987,1329,326,97,3
33913,498,430,97,2
54157,1395,478,30,3
75283,3199,242,53,3
28585,3590,278,85,6
73344,3304,493,26,5
93099,2835,482,64,7
97706,3252,19,71,8
47059,2230,205,115,4
96907,1609,644,70,3
57262,1900,112,49,3
95988,2501,117,6,5
13966,418,286,16,8
219,3470,29,32,1
34936,1553,459,35,8
31431,450,289,70,10
82299,1587,507,68,7
24653,2875,245,80,6
13306,2575,561,21,5
74439,1835,71,42,4
28308,2490,289,70,3
4499,216,153,98,1
86260,2794,472,57,10
67255,1579,277,55,9
13070,1439,408,108,4
33253,2257,494,81,9
66975,1044,193,71,10
42729,4013,318,48,9
42224,1985,202,23,2
20086,4011,186,104,8
10683,3531,566,82,8
63947,449,239,55,2
33280,3542,122,63,10
71920,1267,259,80,9
65787,1432,21,26,7
32381,128,162,54,3
43313,1442,481,41,8
67112,1148,487,39,4
76150,1393,622,48,1
19826,2599,474,42,5
64,540,256,23,8
53127,1049,530,32,4
43490,2809,467,57,3
80435,334,459,105,1
87697,2532,136,54,5
90260,1742,531,102,6
23279,1514,323,52,1
57956,3793,151,42,6
2688,1253,500,79,10
90280,1330,411,61,4
74501,3103,192,118,2
51570,2491,411,78,5
76896,3078,209,21,2
69108,346,563,63,9
55796,369,17,67,8
92540,1960,23,92,6
60621,3461,153,58,2
14061,1638,599,12,9
34255,2477,624,110,8
29625,1861,58,31,4
79506,3465,581,95,10
54423,1554,81,18,2
68475,2981,374,49,9
85098,3145,565,60,6
57667,3437,51,76,1
71320,3871,87,69,1
70129,1997,273,72,1
83725,3753,280,44,7
92973,1867,303,119,10
19347,1928,175,62,5
87494,2415,459,68,7
89759,3774,120,119,4
44709,2466,232,108,7
26036,2977,519,40,3
66529,270,522,17,1
46337,2425,643,9,10
1672,1626,186,59,9
15945,2118,132,95,2
31279,2826,19,8,7
82251,995,358,36,6
43399,2846,268,53,6
9023,1509,166,99,7
6393,3880,333,60,1
95560,1099,204,2,2
56470,688,153,28,3
29970,1037,535,4,2
1312,1220,253,81,6
43536,410,308,109,4
12643,1706,371,51,10
64799,1899,466,74,1
37433,1639,36,117,10
49316,3429,396,93,3
99091,2037,451,8,9
46200,614,547,83,2
81989,2914,434,27,10
64869,3505,161,23,10
53787,3991,286,95,5
95108,1047,154,87,1
59659,1255,215,79,4
28865,2324,229,22,1
9087,2751,544,84,9
66151,805,276,54,9
25689,1632,386,1,9
68345,2189,272,87,9
50940,1144,394,68,7
36464,2471,461,61,4
87095,853,52,114,8
17180,2318,409,28,6
554,888,611,21,4
40422,2095,132,34,6
46317,2028,150,121,2
9911,1459,131,23,10
12537,1994,433,10,10
17607,1265,59,90,7
65824,1002,341,41,6
39834,3358,457,107,7
96510,929,605,46,7
40601,751,84,52,10
94674,952,590,121,5
99874,3301,532,42,2
89059,344,252,58,2
57998,3589,180,99,4
9818,2404,554,63,3
31097,2211,148,56,2
56459,2427,293,48,6
46396,736,228,45,10
67620,2617,309,45,6
91209,3411,295,60,10
8798,66,272,94,1
38026,1058,553,91,7
82300,2849,373,22,3
20327,2742,466,109,7
97184,3685,432,96,8
64292,1583,24,94,6
45499,685,117,10,7
13400,571,6,81,1
89822,3579,159,74,5
24123,2820,400,93,2
70454,3401,396,66,2
81915,2394,473,20,8
13387,2657,394,79,4
56998,2235,470,42,5
78467,847,363,63,6
37158,3533,11,20,2
79740,164,517,11,6
85135,1792,401,4,4
50867,208,400,60,1
32466,873,585,1,4
95929,1188,481,90,6
37242,1908,66,91,3
71952,2186,85,33,3
88025,3443,24,25,6
3135,321,595,52,2
57698,1025,535,85,4
94928,2761,74,101,6
66783,3627,542,81,6
88712,2733,606,54,1
10671,2085,306,87,9
60503,2411,71,108,4
15934,2446,567,35,1
20722,505,116,67,9
77935,66,73,11,8
38955,1490,296,69,1
51306,2084,307,98,2
2804,1237,380,93,5
8519,1509,607,81,3
41362,164,514,55,2
14992,3031,545,61,10
38119,3881,329,90,8
47118,3446,299,114,6
92516,3609,616,119,5
93765,678,375,31,7
58672,1101,194,85,4
59378,286,151,88,1
89591,3809,39,113,5
37192,163,290,22,6
20955,1692,443,116,8
98848,3526,461,17,5
49060,44,333,83,3
11910,889,61,91,10
15268,1243,634,65,2
52615,2093,117,6,8
13783,325,298,18,4
89670,724,535,69,6
61954,1341,344,104,4
10019,3373,10,30,6
42484,3075,498,23,6
9677,1982,76,107,10
14975,3391,521,104,6
22366,3994,58,117,7
57238,1941,316,21,10
20803,3302,327,55,10
47015,2055,466,109,10
14368,284,557,66,9
23746,332,313,5,1
3034,320,267,2,10
80565,4006,565,98,6
59534,208,344,88,7
23075,1500,554,71,4
5007,1269,317,27,9
58684,3636,230,90,3
20611,395,341,39,7
40927,1106,138,109,10
18527,2703,593,121,5
53412,2389,314,36,3
91783,3658,432,19,3
67184,2084,151,13,9
74927,3772,634,93,2
84111,637,642,39,10
23124,3987,255,105,7
69318,648,397,40,7
27265,3455,152,101,7
78399,1737,563,47,2
56204,2548,574,78,4
84094,2941,5,115,1
96924,127,531,107,6
62690,781,575,113,4
15842,2289,91,28,7
84942,927,427,8,8
12033,1894,215,113,2
16166,1557,55,121,7
29641,3834,598,110,4
29769,1123,15,1,6
86110,2930,298,77,9
66027,2320,541,34,4
93815,2635,10,75,7
37561,133,551,19,1
73734,2901,401,78,2
19223,2685,379,71,5
16825,3746,461,56,3
60920,3589,42,25,3
1059,1432,409,6,5
73435,3992,197,14,9
52695,3615,58,24,5
54044,1530,450,42,7
50329,1528,405,70,8
36496,1055,194,66,10
36965,2045,115,111,7
67676,784,100,22,8
53516,239,642,6,2
68607,264,224,107,10
51956,970,598,84,7
11971,1468,639,41,8
57342,3600,322,106,9
82103,2009,362,102,7
66488,795,418,7,8
5568,2519,538,93,5
16594,2072,559,26,10
90240,3991,612,1,10
28620,1274,379,119,4
13157,1669,436,46,3
46157,2576,55,109,6
87863,1397,424,120,7
61242,2951,233,55,7
30620,1900,328,25,3
41554,3255,537,92,5
17695,157,35,49,4
59447,3601,431,82,4
928,769,111,61,8
24301,2840,408,48,5
46698,1286,559,18,8
903,2295,325,38,5
95296,2043,536,19,4
10916,3560,546,2,5
79661,2448,641,44,9
94552,512,252,55,5
55032,742,386,18,3
46249,153,177,8,5
13077,3753,479,101,1
8482,3640,13,29,6
57344,3931,171,42,1
65404,187,217,12,4
3806,1623,114,21,1
94049,3920,185,118,5
21240,2152,540,30,10
65890,3173,266,112,8
21664,3533,269,11,3
36441,3679,7,92,8
14888,843,465,77,5
44096,3547,82,87,7
18727,3020,346,56,10
75820,273,164,74,7
627,347,507,83,2
58456,3021,413,15,4
84120,942,273,102,2
99220,3252,99,8,8
47887,1744,104,114,7
81283,2367,217,81,5
79101,1504,44,81,8
96852,1528,18,102,6
90750,2231,411,100,9
62740,802,159,104,7
65961,3689,366,66,4
88251,3705,234,102,9
8989,2927,287,54,8
80224,1516,269,1,2
21304,3956,2,109,7
80296,3101,393,111,10
19527,2501,184,54,10
74066,1893,529,67,5
98890,2342,295,74,6
11623,1718,640,44,5
5768,2020,130,118,6
716,2087,140,25,2
56651,1880,12,50,7
90741,3671,214,69,4
5505,867,589,62,8
66539,2164,5,60,8
48943,3994,458,88,4
63366,438,229,1,1
3034,230,395,33,10
9160,2795,439,4,2
62297,677,229,45,1
37452,3488,431,39,1
67863,3212,169,81,4
36850,523,63,99,6
3227,647,167,19,1
12258,3912,241,3,3
21594,3194,161,94,7
510,2267,446,106,4
97398,1217,111,67,8
71315,266,48,118,4
60123,1651,573,118,2
96878,3483,213,98,2
52692,15,258,49,7
23983,3998,214,38,10
8941,3628,519,88,4
60462,3946,207,67,7
31246,3293,590,106,4
1118,733,170,29,6
73253,2953,358,17,9
17534,633,423,73,10
1773,1333,603,19,9
74430,1697,204,19,9
44578,3927,459,34,6
14734,3494,595,115,9
64442,3092,461,117,6
98004,2135,435,3,9
75352,1783,151,27,7
73437,807,537,60,8
59694,2460,264,109,1
33073,203,259,20,2
85952,523,464,85,5
14665,2138,456,4,8
98069,3735,79,38,9
5852,3810,382,23,2
55126,3136,330,90,6
97438,840,304,12,10
2890,649,118,71,6
33071,1692,99,87,5
38401,2893,621,25,9
76429,1572,617,44,6
47049,116,470,99,9
16910,4016,567,64,6
53939,490,360,63,3
36400,3042,553,105,10
1804,557,494,48,6
65725,414,125,23,2
21251,1549,36,82,9
62342,1756,397,95,4
36739,3787,387,25,5
20671,2079,562,95,9
86474,161,305,33,5
99360,2529,373,110,9
87452,3900,103,18,6
24866,1425,515,98,8
14717,3529,369,19,10
60506,621,534,62,8
87155,1663,321,74,1
56361,2227,342,121,8
23746,3022,491,71,1
42835,3502,490,79,10
67583,2787,329,47,4
73115,1003,424,99,8
71074,2918,194,45,2
49952,515,177,11,9
84127,3426,188,19,6
92447,2434,631,110,7
21798,1900,352,100,5
84933,1919,251,10,6
53001,2547,513,78,7
59849,2027,196,102,1
39141,3755,422,80,7
51236,1291,304,27,6
50388,2034,504,29,6
2450,3567,619,14,5
30128,2656,369,51,4
12828,2251,453,35,5
62995,2700,531,95,5
90808,419,134,66,2
74076,1780,407,69,1
19955,3146,218,37,8
83325,3807,352,119,10
53035,2268,309,74,6
87924,1288,606,30,4
47726,2552,478,109,5
79523,730,443,31,3
72899,2291,490,14,2
15830,473,6,17,9
54744,3295,566,6,1
75703,504,622,57,3
71044,1015,420,39,4
91700,2700,517,76,6
49910,1074,360,106,8
25127,1410,453,9,9
52814,2890,525,55,4
78756,2920,188,85,7
97800,2532,262,31,4
50885,287,527,88,7
59057,702,209,58,8
55345,3233,265,22,5
64062,2952,333,96,1
39843,2188,278,46,3
41447,366,309,99,6
10144,2112,167,5,1
96805,269,265,38,8
55572,1179,350,40,8
89241,866,172,98,1
87402,3649,425,78,8
44217,200,66,3,10
30905,1672,408,28,7
92068,3149,114,84,3
9691,745,54,30,7
33932,3414,117,29,4
57315,3338,401,51,10
68691,3824,534,54,1
87538,3282,435,58,9
40432,213,290,20,4
69331,3252,571,69,6
35132,2328,246,64,9
87632,1698,427,62,1
56837,3067,26,56,3
91425,1618,363,80,8
58540,929,324,93,8
61924,1764,399,62,3
942,3671,12,17,5
55178,3390,8,71,9
66760,3868,135,65,4
72039,418,511,30,9
62131,2024,348,119,5
71153,89,297,17,6
44358,2296,137,63,6
84150,1167,513,36,4
13126,3791,351,77,5
10957,34,26,22,2
35807,2128,74,121,10
52457,484,118,5,8
44453,194,578,77,2
96562,690,606,30,1
79165,342,87,69,9
37632,3332,46,117,10
80305,1762,82,26,9
15937,2605,362,39,2
19378,2488,27,94,5
88262,1056,290,50,9
89601,1612,434,48,3
40562,2331,333,83,8
52948,568,407,12,8
13319,355,471,85,6
38123,854,323,119,8
15019,3371,100,102,4
45643,3615,253,30,7
18440,1923,38,104,3
27816,2394,358,45,9
5563,2063,317,7,2
26441,1402,173,34,4
97423,976,386,34,3
13619,2031,124,31,7
58666,3292,550,56,5
35413,2173,339,15,10
21972,2975,181,46,1
68470,3247,267,67,1
59852,1680,44,112,6
13480,2619,364,110,4
88686,1915,537,7,7
82001,1660,588,35,1
7022,942,10,115,9
16095,554,61,118,7
62804,1118,89,71,4
57820,1761,586,39,1
28194,3697,519,95,6
78201,3435,283,119,9
11771,1019,274,41,6
34926,103,201,46,1
6910,3269,393,1,9
59793,3582,120,119,8
27294,1242,238,70,4
79768,3446,88,92,8
63747,1369,433,85,5
60023,3141,226,23,7
5920,3021,304,109,9
5520,616,239,33,2
15134,1003,88,93,1
35397,2007,634,110,3
41192,2193,405,121,7
25519,3630,614,102,8
64761,1265,393,92,8
41419,2713,440,39,7
32706,2746,334,104,6
25116,3678,158,112,9
37937,429,466,31,8
51608,2267,384,90,8
85637,719,569,119,4
83897,3496,213,35,4
50712,3513,554,109,2
59948,3265,41,31,4
70440,1001,397,37,4
5657,93,346,68,8
38318,2800,602,85,1
59181,1202,120,71,10
94300,1072,264,106,7
97160,1638,266,65,7
66121,1588,468,79,6
48117,478,579,69,1
15910,1508,254,6,10
96413,2015,408,48,9
63055,3003,209,22,6
53729,520,184,94,10
85575,3253,28,91,4
66418,643,382,75,6
39409,1882,4,27,9
74947,3053,576,90,3
88135,2656,92,72,1
16430,1958,472,92,1
58390,1994,147,30,1
24063,766,552,73,6
81102,211,267,118,3
88609,2000,280,16,10
47803,2922,351,71,8
76788,1082,364,79,5
71267,3717,592,23,9
10389,723,255,108,2
76239,2714,425,7,8
11543,1026,92,51,4
35184,3103,59,2,2
22021,898,253,36,5
39808,448,104,106,6
7803,3520,293,120,6
34818,529,175,100,5
44706,1437,205,9,9
83486,367,55,42,1
44508,904,239,95,10
4473,3590,473,26,10
42649,1827,295,88,10
84223,2930,576,70,2
5001,1829,529,34,8
5182,6,274,52,6
83886,3944,16,118,4
39123,1382,73,48,2
16822,2883,404,109,3
28341,885,141,44,4
45393,863,279,8,5
69358,2873,386,69,8
16283,3981,350,79,8
83733,89,183,92,6
38594,2853,46,7,4
10425,1242,4,51,6
32142,3818,235,121,4
36319,3529,471,6,9
79130,320,152,100,6
57254,2291,506,100,10
97840,1295,383,50,1
61537,65,539,88,3
58116,133,556,23,6
13859,3603,286,39,6
79493,1157,188,54,5
83898,3485,213,54,1
3743,543,109,7,5
41543,2997,389,43,9
12259,3585,614,80,6
35878,521,411,98,2
963,661,416,58,5
13822,2637,468,11,6
19552,608,447,98,2
98984,1683,470,69,4
32037,850,336,119,9
78359,2210,414,21,9
29565,421,450,70,2
37302,3905,271,84,7
17970,3350,36,44,5
16013,1693,136,47,7
29049,3114,101,99,5
53964,768,1,98,6
60885,2884,36,4,9
91457,2425,323,7,2
97067,3305,291,45,4
69552,1406,429,24,7
87612,2319,211,50,1
11523,1822,55,27,4
93459,625,210,70,2
15994,3380,496,97,3
49888,965,321,28,10
29009,2425,255,121,10
61143,2213,96,93,3
93882,2477,614,51,5
15519,3568,574,17,5
54074,256,411,39,9
19020,165,263,82,5
53578,3261,15,39,6
56800,2472,514,63,4
13790,383,468,98,5
61991,1343,435,74,2
24807,3275,642,113,3
40209,669,82,22,4
71116,2968,216,112,8
42358,1422,642,16,10
42032,3698,292,83,2
67426,1688,53,27,3
74126,2344,236,8,8
98625,3514,114,70,9
43417,515,562,116,8
7992,2316,121,37,10
4195,1208,317,21,8
29923,2479,292,20,5
47050,2733,121,32,9
28703,1508,187,63,4
38275,2288,291,43,6
44274,22,204,20,10
90741,3048,570,15,2
70450,4017,314,64,9
59757,141,190,43,6
59456,3802,563,76,1
39083,776,66,118,8
38358,2750,374,61,6
567,1306,595,35,9
72235,2818,156,98,9
8302,3367,186,68,3
11191,404,476,88,5
76901,1250,14,29,1
5745,3712,480,64,4
51978,2968,142,105,3
26121,24,345,53,5
24066,580,451,40,8
5370,491,67,100,8
69467,1474,63,73,3
29217,1126,469,12,9
96215,3768,99,52,9
63917,723,552,26,7
55717,9,247,80,1
83205,1001,352,17,1
70118,3196,331,38,5
11719,3364,486,38,6
85330,999,271,13,10
76838,3513,186,1,6
63446,2044,430,1,6
75002,2063,403,41,10
28454,2780,175,20,2
59846,51,196,29,5
71145,3911,603,103,5
39641,253,576,91,8
66832,288,374,64,1
13680,3888,291,33,7
53509,2239,310,69,4
3820,3673,417,11,1
18455,2604,218,3,3
61047,437,330,18,8
161,444,527,23,8
21467,796,633,112,5
53475,3941,283,82,9
54565,3268,166,67,1
64563,3318,383,104,4
22494,2090,85,46,3
55428,2335,327,47,7
58389,259,233,15,6
53287,3064,111,41,7
68569,1498,108,73,3
74065,71,610,53,3
548,1157,589,68,3
75869,643,139,121,8
22742,2421,23,105,10
63980,1980,313,10,1
75513,1304,206,12,2
40286,199,423,62,6
9040,888,540,37,5
52348,1036,523,47,8
69651,3415,534,7,8
24847,1195,109,37,2
71697,3760,9,13,2
46523,3249,307,104,6
8613,3569,424,35,10
67745,2673,177,109,8
74219,3410,398,79,3
44701,1605,607,28,4
17538,3599,507,102,6
40143,3916,479,2,4
83299,3625,58,116,1
41464,682,516,78,4
49061,1667,141,17,9
43884,1247,46,5,3
3352,15,470,119,4
57042,3647,412,78,8
80997,2542,632,83,1
10251,2669,286,71,10
70050,1058,127,1,3
23603,3852,464,6,10
21211,247,329,95,10
7931,2344,596,44,4
85476,1936,414,77,4
48057,2810,33,3,7
43338,2163,25,81,10
86054,1696,119,36,2
54637,877,282,12,10
8481,2586,354,65,2
25204,3899,150,80,9
76437,3650,338,17,3
28332,2248,583,100,2
96438,617,134,16,1
81262,3546,586,58,2
87836,631,612,54,5
90873,3673,537,19,1
17210,2764,480,14,4
7391,410,440,121,1
43631,1373,510,79,8
42742,2340,201,117,9
11092,591,333,58,9
3276,329,561,44,9
1469,2774,192,38,1
38184,491,447,22,5
73639,1166,644,49,8
24111,215,247,117,7
76943,1853,632,82,1
55220,1230,298,47,1
52168,2027,497,54,1
85308,3030,378,116,2
60490,1651,54,94,1
47542,3192,16,23,10
6949,3254,526,28,5
88333,3885,34,94,5
42763,630,130,74,7
34576,1925,145,12,5
37688,3767,431,116,2
94108,1819,280,60,8
25203,1274,637,58,1
19240,3397,442,83,4
66871,1245,288,57,10
27377,785,29,76,4
26066,3783,183,64,7
1372,1182,548,4,8
70285,1698,36,78,6
39936,3233,108,14,2
91697,1315,154,75,2
37451,1831,608,80,2
94868,1763,412,82,8
22085,3314,638,99,5
24243,296,225,48,9
90215,2755,301,66,9
14655,3752,347,104,8
7454,125,403,93,9
15153,279,445,10,10
77448,111,387,115,9
30707,2070,615,15,2
51086,2381,315,96,3
62859,1571,370,79,6
20931,290,479,49,6
53496,1715,638,55,10
6203,484,466,20,4
97010,2510,105,45,1
98592,1606,522,104,3
71129,1760,84,80,9
73798,2640,252,1,8
62331,1442,336,117,5
80846,1819,325,64,8
74515,2176,51,74,7
496,3404,33,33,1
54583,331,496,72,4
91870,3966,382,98,7
20479,2054,593,83,9
71802,1178,348,4,9
13697,3352,549,103,4
65971,3151,538,106,2
43716,2944,273,86,9
29452,2890,270,9,3
31606,3083,156,112,9
30429,53,207,39,2
95017,797,615,101,9
53504,3062,223,26,7
74591,1777,132,3,7
72016,2629,196,11,10
69006,3864,631,76,3
32451,1493,376,89,4
19928,1051,68,6,3
38933,3601,462,77,7
50266,3990,520,105,5
32832,1882,215,64,3
68380,1558,606,49,8
97806,3158,57,111,8
23484,757,429,99,10
32875,2304,180,73,4
498,3304,518,52,7
29970,2884,394,51,2
54602,297,260,119,4
90197,729,472,16,1
58812,2340,592,30,10
66870,2265,194,103,10
18404,2223,393,103,2
27382,1308,484,29,7
35091,2133,123,102,10
56811,616,363,121,5
33121,970,387,45,9
58895,1388,83,90,8
68047,1013,315,57,3
7894,634,632,109,8
73256,1360,131,60,6
19182,1749,591,108,2
27824,3488,362,48,3
76063,3971,10,86,1
23281,3487,94,21,7
89304,2850,432,78,7
16811,2421,118,51,2
46246,3334,519,109,10
27603,2727,324,37,2
54841,2813,60,62,1
57139,1510,81,73,9
7736,3037,428,3,5
62087,3971,250,99,5
58463,870,434,27,3
17626,828,314,70,4
20263,3390,249,3,9
22791,2916,121,92,5
83177,1153,395,83,1
14644,3370,39,7,8
71606,737,412,78,5
79260,1533,305,38,9
47519,1082,278,101,4
67968,3464,25,98,6
44952,3146,147,4,7
89646,1557,562,64,8
2378,3178,64,17,4
8527,1048,501,72,10
29024,3333,432,87,3
98932,2171,395,47,10
26025,910,29,40,6
77729,2246,90,8,1
62017,3095,313,79,10
22946,834,383,26,2
4782,650,161,117,9
20097,1676,424,74,2
27379,2695,556,118,2
73828,3449,86,117,7
13245,570,112,29,1
12386,324,370,15,5
97520,1672,546,27,1
27614,67,410,48,3
1781,1731,508,15,4
82833,3597,625,39,8
98324,1307,589,65,9
60454,2398,510,120,4
32306,3073,446,87,10
32173,3544,405,121,3
79237,559,575,67,5
91237,1264,273,99,1
80203,3349,613,104,5
44613,1879,487,66,7
61269,3824,632,88,6
4006,2998,444,1,8
64667,3943,481,8,6
75098,885,155,83,3
59987,1362,157,15,3
91914,83,267,30,4
46172,1988,264,24,3
78835,1179,143,45,4
24335,1773,369,88,4
25312,3656,73,19,3
3569,116,621,4,9
21868,3585,64,74,9
86322,1617,490,8,7
3702,3302,191,34,5
88407,1085,611,78,8
20767,3260,164,13,3
65223,1125,94,17,7
68176,1778,281,43,6
97710,1736,486,40,4
47878,1955,373,118,8
59936,520,249,93,4
15689,3354,448,91,10
3916,3715,620,93,5
34833,3616,618,20,3
13004,2120,200,72,7
43716,761,577,34,6
42813,268,438,42,3
30784,3132,196,51,1
47355,2036,251,57,4
29406,957,387,9,3
45812,1032,41,94,1
78757,3235,57,14,9
83082,629,519,50,4
14033,1679,546,89,4
51077,293,310,6,4
79330,1366,557,61,6
58892,1569,283,6,1
21054,1912,280,10,8
78475,3131,608,10,4
93112,1055,497,14,1
44307,453,397,9,10
42071,1935,230,93,2
51098,3511,63,111,4
72744,716,290,78,10
67435,3656,547,2,1
44486,1710,91,111,5
27494,987,427,89,4
12513,3300,203,81,6
78642,1926,538,91,3
89490,3826,258,36,4
83497,3688,230,1,9
43829,604,583,10,5
13513,3048,362,9,4
90782,175,294,20,9
24882,3121,274,27,8
11158,3022,435,26,1
80861,672,333,42,9
37348,442,227,60,1
77142,749,286,108,2
87565,1085,157,114,8
9336,1251,443,1,4
83736,875,178,21,2
3858,1279,585,97,3
73303,3640,221,107,10
94591,3222,144,87,1
26398,987,13,70,9
32430,1691,592,114,2
87306,2255,617,13,7
10680,749,314,63,8
70251,2640,273,74,8
62619,1838,139,101,6
49071,795,157,24,9
63542,3751,396,61,8
12223,1316,488,32,4
21849,3299,198,101,9
68877,1278,44,25,10
86021,2577,31,80,7
19949,2473,573,116,10
8950,2212,324,81,6
99760,2679,84,7,2
71612,1914,192,92,10
29291,2431,247,116,10
40467,3740,395,6,6
78543,3890,323,62,9
25175,460,11,79,9
53808,3651,222,110,9
19224,3736,307,81,2
4062,1579,65,18,7
99955,556,263,115,3
21688,1820,233,87,4
95211,1065,222,44,5
33603,1680,634,106,8
97586,3567,276,1,7
22700,2687,510,105,1
50342,2005,148,42,10
10986,368,360,79,9
9872,3925,468,100,5
1373,1173,453,14,8
77371,3009,283,33,4
82456,900,68,20,6
46204,436,159,71,7
48217,2368,32,97,1
23361,3026,374,47,1
27644,3297,509,29,4
91143,3425,355,44,1
89133,2079,409,79,7
47641,3229,276,119,4
81493,2929,26,49,10
358,871,415,51,2
32382,486,355,1,3
86405,3297,134,64,2
59196,3553,134,24,8
45164,669,385,104,10
33704,1742,339,10,8
1905,1741,90,99,9
30177,2682,633,9,9
40637,2511,351,103,4
58668,2777,550,81,7
8967,805,176,10,9
85121,2673,273,24,9
25339,2599,251,37,1
20948,1265,347,97,1
79265,1620,249,53,4
93986,3903,319,38,7
99140,1345,197,75,7
38211,3537,288,115,2
16719,3460,57,49,9
92335,3873,486,110,5
6910,1076,149,118,1
74233,3778,27,77,9
59429,1399,539,46,8
87851,1483,576,8,2
8333,2566,137,50,5
55145,1368,634,78,1
9583,2542,453,117,9
45034,3279,46,32,10
15628,3653,239,93,4
42331,3182,5,24,1
88359,1387,642,1,6
72799,1373,625,14,7
14587,1494,419,97,6
22899,1140,220,80,10
42946,1327,430,26,6
59381,1221,434,12,3
23954,3247,289,103,9
917,3806,2,41,4
98249,2915,309,39,3
78958,2215,569,62,8
81044,3059,543,6,4
24936,1128,98,93,9
30455,2601,6,42,3
16654,3943,189,51,8
68941,670,391,84,10
42611,3533,557,107,6
79955,434,68,109,4
27490,631,279,51,5
67119,1857,270,92,1
62161,2306,255,64,9
2558,1252,303,18,9
35529,95,133,61,9
7300,702,162,17,4
53903,3145,268,57,6
41433,1237,351,47,1
40957,373,505,31,10
21591,838,435,50,7
36027,2130,138,96,5
30007,3518,344,50,8
56322,3480,395,79,6
89130,1737,62,90,2
43490,2932,342,64,3
87316,3726,178,8,3
26339,1599,624,60,1
51037,3699,195,41,9
39701,1673,492,18,2
78223,3507,79,99,8
64170,3178,71,111,9
15395,702,269,84,6
64615,138,324,43,10
73360,1720,1,107,9
22061,3098,408,4,4
29890,1980,593,62,7
28468,180,630,90,5
2500,2737,340,21,7
26899,3532,78,79,8
2225,2114,598,30,1
119,3385,331,9,9
10362,702,202,38,4
7800,3592,183,78,1
58002,2873,595,69,8
20460,2397,630,100,10
66388,722,420,33,10
48494,3888,340,101,10
45635,2016,29,43,8
44398,1527,526,103,4
8812,909,239,81,7
77538,3702,508,1,3
